question_id,resolution,condition,model,info_label,position,independent_forecast_id,deliberative_forecast_id,independent_prob,deliberative_prob
37006,1,homo_info,sonnet,info1,1,37006-sonnet-info1-1,37006-homo_info-sonnet-1,82,76
37006,1,homo_info,sonnet,info2,2,37006-sonnet-info2-2,37006-homo_info-sonnet-2,68,76
37006,1,homo_info,sonnet,info3,3,37006-sonnet-info3-3,37006-homo_info-sonnet-3,78,80
37006,1,homo_none,sonnet,none,1,37006-sonnet-none-1,37006-homo_none-sonnet-1,78,80
37006,1,homo_none,sonnet,none,2,37006-sonnet-none-2,37006-homo_none-sonnet-2,77,77
37006,1,homo_none,sonnet,none,3,37006-sonnet-none-3,37006-homo_none-sonnet-3,72,75
37007,0,diverse_full,gpt5,full,3,37007-gpt5-full,37007-diverse_full-gpt5-3,58,56
37007,0,diverse_full,pro,full,1,37007-pro-full,37007-diverse_full-pro-1,55,58
37007,0,diverse_full,sonnet,full,2,37007-sonnet-full,37007-diverse_full-sonnet-2,55,57
37007,0,diverse_info,gpt5,info2,3,37007-gpt5-info2,37007-diverse_info-gpt5-3,52,54
37007,0,diverse_info,pro,info3,1,37007-pro-info3,37007-diverse_info-pro-1,58,52
37007,0,diverse_info,sonnet,info1,2,37007-sonnet-info1,37007-diverse_info-sonnet-2,62,55
37007,0,diverse_none,gpt5,none,3,37007-gpt5-none,37007-diverse_none-gpt5-3,53,53
37007,0,diverse_none,pro,none,1,37007-pro-none,37007-diverse_none-pro-1,62,55
37007,0,diverse_none,sonnet,none,2,37007-sonnet-none,37007-diverse_none-sonnet-2,57,55
37007,0,homo_full,pro,full,1,37007-pro-full-1,37007-homo_full-pro-1,60,58
37007,0,homo_full,pro,full,2,37007-pro-full-2,37007-homo_full-pro-2,58,56
37007,0,homo_full,pro,full,3,37007-pro-full-3,37007-homo_full-pro-3,55,58
37007,0,homo_info,pro,info1,1,37007-pro-info1-1,37007-homo_info-pro-1,62,52
37007,0,homo_info,pro,info2,2,37007-pro-info2-2,37007-homo_info-pro-2,40,57
37007,0,homo_info,pro,info3,3,37007-pro-info3-3,37007-homo_info-pro-3,58,47
37007,0,homo_none,pro,none,1,37007-pro-none-1,37007-homo_none-pro-1,62,62
37007,0,homo_none,pro,none,2,37007-pro-none-2,37007-homo_none-pro-2,58,62
37007,0,homo_none,pro,none,3,37007-pro-none-3,37007-homo_none-pro-3,62,60
37008,0,diverse_full,gpt5,full,3,37008-gpt5-full,37008-diverse_full-gpt5-3,35,24
37008,0,diverse_full,pro,full,1,37008-pro-full,37008-diverse_full-pro-1,15,30
37008,0,diverse_full,sonnet,full,2,37008-sonnet-full,37008-diverse_full-sonnet-2,22,26
37008,0,diverse_info,gpt5,info1,1,37008-gpt5-info1,37008-diverse_info-gpt5-1,58,45
37008,0,diverse_info,pro,info3,3,37008-pro-info3,37008-diverse_info-pro-3,25,45
37008,0,diverse_info,sonnet,info2,2,37008-sonnet-info2,37008-diverse_info-sonnet-2,32,42
37008,0,diverse_none,gpt5,none,3,37008-gpt5-none,37008-diverse_none-gpt5-3,30,28
37008,0,diverse_none,pro,none,1,37008-pro-none,37008-diverse_none-pro-1,35,30
37008,0,diverse_none,sonnet,none,2,37008-sonnet-none,37008-diverse_none-sonnet-2,25,30
37008,0,homo_full,gpt5,full,1,37008-gpt5-full-1,37008-homo_full-gpt5-1,30,33
37008,0,homo_full,gpt5,full,2,37008-gpt5-full-2,37008-homo_full-gpt5-2,38,33
37008,0,homo_full,gpt5,full,3,37008-gpt5-full-3,37008-homo_full-gpt5-3,30,30
37008,0,homo_info,gpt5,info1,1,37008-gpt5-info1-1,37008-homo_info-gpt5-1,40,35
37008,0,homo_info,gpt5,info2,2,37008-gpt5-info2-2,37008-homo_info-gpt5-2,30,35
37008,0,homo_info,gpt5,info3,3,37008-gpt5-info3-3,37008-homo_info-gpt5-3,35,35
37008,0,homo_none,gpt5,none,1,37008-gpt5-none-1,37008-homo_none-gpt5-1,35,42
37008,0,homo_none,gpt5,none,2,37008-gpt5-none-2,37008-homo_none-gpt5-2,60,45
37008,0,homo_none,gpt5,none,3,37008-gpt5-none-3,37008-homo_none-gpt5-3,40,40
37009,1,diverse_full,gpt5,full,3,37009-gpt5-full,37009-diverse_full-gpt5-3,77,81
37009,1,diverse_full,pro,full,1,37009-pro-full,37009-diverse_full-pro-1,90,88
37009,1,diverse_full,sonnet,full,2,37009-sonnet-full,37009-diverse_full-sonnet-2,65,73
37009,1,diverse_info,gpt5,info3,1,37009-gpt5-info3,37009-diverse_info-gpt5-1,14,70
37009,1,diverse_info,pro,info2,2,37009-pro-info2,37009-diverse_info-pro-2,90,85
37009,1,diverse_info,sonnet,info1,3,37009-sonnet-info1,37009-diverse_info-sonnet-3,70,40
37009,1,diverse_none,gpt5,none,3,37009-gpt5-none,37009-diverse_none-gpt5-3,18,18
37009,1,diverse_none,pro,none,1,37009-pro-none,37009-diverse_none-pro-1,75,18
37009,1,diverse_none,sonnet,none,2,37009-sonnet-none,37009-diverse_none-sonnet-2,18,20
37009,1,homo_full,sonnet,full,1,37009-sonnet-full-1,37009-homo_full-sonnet-1,60,68
37009,1,homo_full,sonnet,full,2,37009-sonnet-full-2,37009-homo_full-sonnet-2,72,70
37009,1,homo_full,sonnet,full,3,37009-sonnet-full-3,37009-homo_full-sonnet-3,72,68
37009,1,homo_info,sonnet,info1,1,37009-sonnet-info1-1,37009-homo_info-sonnet-1,70,48
37009,1,homo_info,sonnet,info2,2,37009-sonnet-info2-2,37009-homo_info-sonnet-2,72,74
37009,1,homo_info,sonnet,info3,3,37009-sonnet-info3-3,37009-homo_info-sonnet-3,8,68
37009,1,homo_none,sonnet,none,1,37009-sonnet-none-1,37009-homo_none-sonnet-1,20,17
37009,1,homo_none,sonnet,none,2,37009-sonnet-none-2,37009-homo_none-sonnet-2,15,16
37009,1,homo_none,sonnet,none,3,37009-sonnet-none-3,37009-homo_none-sonnet-3,18,16
37011,1,diverse_full,gpt5,full,3,37011-gpt5-full,37011-diverse_full-gpt5-3,1,1
37011,1,diverse_full,pro,full,1,37011-pro-full,37011-diverse_full-pro-1,3,1
37011,1,diverse_full,sonnet,full,2,37011-sonnet-full,37011-diverse_full-sonnet-2,1,1
37011,1,diverse_info,gpt5,info3,3,37011-gpt5-info3,37011-diverse_info-gpt5-3,3,2
37011,1,diverse_info,pro,info2,1,37011-pro-info2,37011-diverse_info-pro-1,2,2
37011,1,diverse_info,sonnet,info1,2,37011-sonnet-info1,37011-diverse_info-sonnet-2,2,2
37011,1,diverse_none,gpt5,none,3,37011-gpt5-none,37011-diverse_none-gpt5-3,1,2
37011,1,diverse_none,pro,none,1,37011-pro-none,37011-diverse_none-pro-1,3,1
37011,1,diverse_none,sonnet,none,2,37011-sonnet-none,37011-diverse_none-sonnet-2,3,2
37011,1,homo_full,pro,full,1,37011-pro-full-1,37011-homo_full-pro-1,1,2
37011,1,homo_full,pro,full,2,37011-pro-full-2,37011-homo_full-pro-2,2,2
37011,1,homo_full,pro,full,3,37011-pro-full-3,37011-homo_full-pro-3,2,1
37011,1,homo_info,pro,info1,1,37011-pro-info1-1,37011-homo_info-pro-1,1,2
37011,1,homo_info,pro,info2,2,37011-pro-info2-2,37011-homo_info-pro-2,2,1
37011,1,homo_info,pro,info3,3,37011-pro-info3-3,37011-homo_info-pro-3,8,2
37011,1,homo_none,pro,none,1,37011-pro-none-1,37011-homo_none-pro-1,5,3
37011,1,homo_none,pro,none,2,37011-pro-none-2,37011-homo_none-pro-2,5,3
37011,1,homo_none,pro,none,3,37011-pro-none-3,37011-homo_none-pro-3,2,2
37012,0,diverse_full,gpt5,full,3,37012-gpt5-full,37012-diverse_full-gpt5-3,33,33
37012,0,diverse_full,pro,full,1,37012-pro-full,37012-diverse_full-pro-1,35,40
37012,0,diverse_full,sonnet,full,2,37012-sonnet-full,37012-diverse_full-sonnet-2,35,35
37012,0,diverse_info,gpt5,info2,2,37012-gpt5-info2,37012-diverse_info-gpt5-2,54,52
37012,0,diverse_info,pro,info1,1,37012-pro-info1,37012-diverse_info-pro-1,60,45
37012,0,diverse_info,sonnet,info3,3,37012-sonnet-info3,37012-diverse_info-sonnet-3,28,52
37012,0,diverse_none,gpt5,none,3,37012-gpt5-none,37012-diverse_none-gpt5-3,37,40
37012,0,diverse_none,pro,none,1,37012-pro-none,37012-diverse_none-pro-1,80,35
37012,0,diverse_none,sonnet,none,2,37012-sonnet-none,37012-diverse_none-sonnet-2,30,42
37012,0,homo_full,gpt5,full,1,37012-gpt5-full-1,37012-homo_full-gpt5-1,45,40
37012,0,homo_full,gpt5,full,2,37012-gpt5-full-2,37012-homo_full-gpt5-2,37,40
37012,0,homo_full,gpt5,full,3,37012-gpt5-full-3,37012-homo_full-gpt5-3,40,40
37012,0,homo_info,gpt5,info1,1,37012-gpt5-info1-1,37012-homo_info-gpt5-1,62,59
37012,0,homo_info,gpt5,info2,2,37012-gpt5-info2-2,37012-homo_info-gpt5-2,55,58
37012,0,homo_info,gpt5,info3,3,37012-gpt5-info3-3,37012-homo_info-gpt5-3,58,56
37012,0,homo_none,gpt5,none,1,37012-gpt5-none-1,37012-homo_none-gpt5-1,40,50
37012,0,homo_none,gpt5,none,2,37012-gpt5-none-2,37012-homo_none-gpt5-2,58,59
37012,0,homo_none,gpt5,none,3,37012-gpt5-none-3,37012-homo_none-gpt5-3,60,55
37013,0,diverse_full,gpt5,full,3,37013-gpt5-full,37013-diverse_full-gpt5-3,28,28
37013,0,diverse_full,pro,full,1,37013-pro-full,37013-diverse_full-pro-1,30,24
37013,0,diverse_full,sonnet,full,2,37013-sonnet-full,37013-diverse_full-sonnet-2,18,24
37013,0,diverse_info,gpt5,info1,1,37013-gpt5-info1,37013-diverse_info-gpt5-1,15,22
37013,0,diverse_info,pro,info3,2,37013-pro-info3,37013-diverse_info-pro-2,60,35
37013,0,diverse_info,sonnet,info2,3,37013-sonnet-info2,37013-diverse_info-sonnet-3,40,32
37013,0,diverse_none,gpt5,none,3,37013-gpt5-none,37013-diverse_none-gpt5-3,54,54
37013,0,diverse_none,pro,none,1,37013-pro-none,37013-diverse_none-pro-1,25,50
37013,0,diverse_none,sonnet,none,2,37013-sonnet-none,37013-diverse_none-sonnet-2,70,40
37013,0,homo_full,sonnet,full,1,37013-sonnet-full-1,37013-homo_full-sonnet-1,15,12
37013,0,homo_full,sonnet,full,2,37013-sonnet-full-2,37013-homo_full-sonnet-2,10,11
37013,0,homo_full,sonnet,full,3,37013-sonnet-full-3,37013-homo_full-sonnet-3,10,10
37013,0,homo_info,sonnet,info1,1,37013-sonnet-info1-1,37013-homo_info-sonnet-1,3,60
37013,0,homo_info,sonnet,info2,2,37013-sonnet-info2-2,37013-homo_info-sonnet-2,68,28
37013,0,homo_info,sonnet,info3,3,37013-sonnet-info3-3,37013-homo_info-sonnet-3,72,68
37013,0,homo_none,sonnet,none,1,37013-sonnet-none-1,37013-homo_none-sonnet-1,70,72
37013,0,homo_none,sonnet,none,2,37013-sonnet-none-2,37013-homo_none-sonnet-2,72,72
37013,0,homo_none,sonnet,none,3,37013-sonnet-none-3,37013-homo_none-sonnet-3,72,72
37014,1,diverse_full,gpt5,full,3,37014-gpt5-full,37014-diverse_full-gpt5-3,9,12
37014,1,diverse_full,pro,full,1,37014-pro-full,37014-diverse_full-pro-1,25,15
37014,1,diverse_full,sonnet,full,2,37014-sonnet-full,37014-diverse_full-sonnet-2,18,13
37014,1,diverse_info,gpt5,info2,3,37014-gpt5-info2,37014-diverse_info-gpt5-3,15,15
37014,1,diverse_info,pro,info1,2,37014-pro-info1,37014-diverse_info-pro-2,45,16
37014,1,diverse_info,sonnet,info3,1,37014-sonnet-info3,37014-diverse_info-sonnet-1,18,16
37014,1,diverse_none,gpt5,none,3,37014-gpt5-none,37014-diverse_none-gpt5-3,7,12
37014,1,diverse_none,pro,none,1,37014-pro-none,37014-diverse_none-pro-1,70,25
37014,1,diverse_none,sonnet,none,2,37014-sonnet-none,37014-diverse_none-sonnet-2,30,18
37014,1,homo_full,pro,full,1,37014-pro-full-1,37014-homo_full-pro-1,20,17
37014,1,homo_full,pro,full,2,37014-pro-full-2,37014-homo_full-pro-2,15,20
37014,1,homo_full,pro,full,3,37014-pro-full-3,37014-homo_full-pro-3,25,18
37014,1,homo_info,pro,info1,1,37014-pro-info1-1,37014-homo_info-pro-1,35,25
37014,1,homo_info,pro,info2,2,37014-pro-info2-2,37014-homo_info-pro-2,55,40
37014,1,homo_info,pro,info3,3,37014-pro-info3-3,37014-homo_info-pro-3,15,40
37014,1,homo_none,pro,none,1,37014-pro-none-1,37014-homo_none-pro-1,60,55
37014,1,homo_none,pro,none,2,37014-pro-none-2,37014-homo_none-pro-2,65,58
37014,1,homo_none,pro,none,3,37014-pro-none-3,37014-homo_none-pro-3,45,55
37015,1,diverse_full,gpt5,full,3,37015-gpt5-full,37015-diverse_full-gpt5-3,12,12
37015,1,diverse_full,pro,full,1,37015-pro-full,37015-diverse_full-pro-1,10,10
37015,1,diverse_full,sonnet,full,2,37015-sonnet-full,37015-diverse_full-sonnet-2,12,11
37015,1,diverse_info,gpt5,info2,1,37015-gpt5-info2,37015-diverse_info-gpt5-1,30,12
37015,1,diverse_info,pro,info3,3,37015-pro-info3,37015-diverse_info-pro-3,15,4
37015,1,diverse_info,sonnet,info1,2,37015-sonnet-info1,37015-diverse_info-sonnet-2,8,12
37015,1,diverse_none,gpt5,none,3,37015-gpt5-none,37015-diverse_none-gpt5-3,21,21
37015,1,diverse_none,pro,none,1,37015-pro-none,37015-diverse_none-pro-1,25,20
37015,1,diverse_none,sonnet,none,2,37015-sonnet-none,37015-diverse_none-sonnet-2,15,19
37015,1,homo_full,gpt5,full,1,37015-gpt5-full-1,37015-homo_full-gpt5-1,14,16
37015,1,homo_full,gpt5,full,2,37015-gpt5-full-2,37015-homo_full-gpt5-2,17,16
37015,1,homo_full,gpt5,full,3,37015-gpt5-full-3,37015-homo_full-gpt5-3,16,16
37015,1,homo_info,gpt5,info1,1,37015-gpt5-info1-1,37015-homo_info-gpt5-1,9,11
37015,1,homo_info,gpt5,info2,2,37015-gpt5-info2-2,37015-homo_info-gpt5-2,22,15
37015,1,homo_info,gpt5,info3,3,37015-gpt5-info3-3,37015-homo_info-gpt5-3,22,14
37015,1,homo_none,gpt5,none,1,37015-gpt5-none-1,37015-homo_none-gpt5-1,22,24
37015,1,homo_none,gpt5,none,2,37015-gpt5-none-2,37015-homo_none-gpt5-2,27,24
37015,1,homo_none,gpt5,none,3,37015-gpt5-none-3,37015-homo_none-gpt5-3,25,25
37018,0,diverse_full,gpt5,full,3,37018-gpt5-full,37018-diverse_full-gpt5-3,20,23
37018,0,diverse_full,pro,full,1,37018-pro-full,37018-diverse_full-pro-1,25,22
37018,0,diverse_full,sonnet,full,2,37018-sonnet-full,37018-diverse_full-sonnet-2,28,25
37018,0,diverse_info,gpt5,info1,1,37018-gpt5-info1,37018-diverse_info-gpt5-1,24,24
37018,0,diverse_info,pro,info2,3,37018-pro-info2,37018-diverse_info-pro-3,30,24
37018,0,diverse_info,sonnet,info3,2,37018-sonnet-info3,37018-diverse_info-sonnet-2,20,23
37018,0,diverse_none,gpt5,none,3,37018-gpt5-none,37018-diverse_none-gpt5-3,40,38
37018,0,diverse_none,pro,none,1,37018-pro-none,37018-diverse_none-pro-1,35,40
37018,0,diverse_none,sonnet,none,2,37018-sonnet-none,37018-diverse_none-sonnet-2,50,40
37018,0,homo_full,sonnet,full,1,37018-sonnet-full-1,37018-homo_full-sonnet-1,22,22
37018,0,homo_full,sonnet,full,2,37018-sonnet-full-2,37018-homo_full-sonnet-2,22,22
37018,0,homo_full,sonnet,full,3,37018-sonnet-full-3,37018-homo_full-sonnet-3,23,22
37018,0,homo_info,sonnet,info1,1,37018-sonnet-info1-1,37018-homo_info-sonnet-1,42,28
37018,0,homo_info,sonnet,info2,2,37018-sonnet-info2-2,37018-homo_info-sonnet-2,28,26
37018,0,homo_info,sonnet,info3,3,37018-sonnet-info3-3,37018-homo_info-sonnet-3,22,25
37018,0,homo_none,sonnet,none,1,37018-sonnet-none-1,37018-homo_none-sonnet-1,52,52
37018,0,homo_none,sonnet,none,2,37018-sonnet-none-2,37018-homo_none-sonnet-2,48,52
37018,0,homo_none,sonnet,none,3,37018-sonnet-none-3,37018-homo_none-sonnet-3,55,52
37019,1,diverse_full,gpt5,full,3,37019-gpt5-full,37019-diverse_full-gpt5-3,80,85
37019,1,diverse_full,pro,full,1,37019-pro-full,37019-diverse_full-pro-1,85,83
37019,1,diverse_full,sonnet,full,2,37019-sonnet-full,37019-diverse_full-sonnet-2,85,85
37019,1,diverse_info,gpt5,info1,3,37019-gpt5-info1,37019-diverse_info-gpt5-3,77,80
37019,1,diverse_info,pro,info2,2,37019-pro-info2,37019-diverse_info-pro-2,90,80
37019,1,diverse_info,sonnet,info3,1,37019-sonnet-info3,37019-diverse_info-sonnet-1,78,83
37019,1,diverse_none,gpt5,none,3,37019-gpt5-none,37019-diverse_none-gpt5-3,79,82
37019,1,diverse_none,pro,none,1,37019-pro-none,37019-diverse_none-pro-1,85,81
37019,1,diverse_none,sonnet,none,2,37019-sonnet-none,37019-diverse_none-sonnet-2,82,83
37019,1,homo_full,pro,full,1,37019-pro-full-1,37019-homo_full-pro-1,92,92
37019,1,homo_full,pro,full,2,37019-pro-full-2,37019-homo_full-pro-2,92,92
37019,1,homo_full,pro,full,3,37019-pro-full-3,37019-homo_full-pro-3,90,92
37019,1,homo_info,pro,info1,1,37019-pro-info1-1,37019-homo_info-pro-1,92,92
37019,1,homo_info,pro,info2,2,37019-pro-info2-2,37019-homo_info-pro-2,90,92
37019,1,homo_info,pro,info3,3,37019-pro-info3-3,37019-homo_info-pro-3,80,90
37019,1,homo_none,pro,none,1,37019-pro-none-1,37019-homo_none-pro-1,78,83
37019,1,homo_none,pro,none,2,37019-pro-none-2,37019-homo_none-pro-2,85,80
37019,1,homo_none,pro,none,3,37019-pro-none-3,37019-homo_none-pro-3,78,83
37020,0,diverse_full,gpt5,full,3,37020-gpt5-full,37020-diverse_full-gpt5-3,55,52
37020,0,diverse_full,pro,full,1,37020-pro-full,37020-diverse_full-pro-1,35,48
37020,0,diverse_full,sonnet,full,2,37020-sonnet-full,37020-diverse_full-sonnet-2,40,48
37020,0,diverse_info,gpt5,info3,3,37020-gpt5-info3,37020-diverse_info-gpt5-3,68,68
37020,0,diverse_info,pro,info2,1,37020-pro-info2,37020-diverse_info-pro-1,40,66
37020,0,diverse_info,sonnet,info1,2,37020-sonnet-info1,37020-diverse_info-sonnet-2,65,63
37020,0,diverse_none,gpt5,none,3,37020-gpt5-none,37020-diverse_none-gpt5-3,62,66
37020,0,diverse_none,pro,none,1,37020-pro-none,37020-diverse_none-pro-1,70,68
37020,0,diverse_none,sonnet,none,2,37020-sonnet-none,37020-diverse_none-sonnet-2,65,67
37020,0,homo_full,gpt5,full,1,37020-gpt5-full-1,37020-homo_full-gpt5-1,58,62
37020,0,homo_full,gpt5,full,2,37020-gpt5-full-2,37020-homo_full-gpt5-2,60,62
37020,0,homo_full,gpt5,full,3,37020-gpt5-full-3,37020-homo_full-gpt5-3,70,64
37020,0,homo_info,gpt5,info1,1,37020-gpt5-info1-1,37020-homo_info-gpt5-1,72,68
37020,0,homo_info,gpt5,info2,2,37020-gpt5-info2-2,37020-homo_info-gpt5-2,62,65
37020,0,homo_info,gpt5,info3,3,37020-gpt5-info3-3,37020-homo_info-gpt5-3,66,66
37020,0,homo_none,gpt5,none,1,37020-gpt5-none-1,37020-homo_none-gpt5-1,62,64
37020,0,homo_none,gpt5,none,2,37020-gpt5-none-2,37020-homo_none-gpt5-2,62,65
37020,0,homo_none,gpt5,none,3,37020-gpt5-none-3,37020-homo_none-gpt5-3,68,64
37021,1,diverse_full,gpt5,full,3,37021-gpt5-full,37021-diverse_full-gpt5-3,68,73
37021,1,diverse_full,pro,full,1,37021-pro-full,37021-diverse_full-pro-1,85,85
37021,1,diverse_full,sonnet,full,2,37021-sonnet-full,37021-diverse_full-sonnet-2,72,75
37021,1,diverse_info,gpt5,info1,1,37021-gpt5-info1,37021-diverse_info-gpt5-1,70,65
37021,1,diverse_info,pro,info3,3,37021-pro-info3,37021-diverse_info-pro-3,60,70
37021,1,diverse_info,sonnet,info2,2,37021-sonnet-info2,37021-diverse_info-sonnet-2,30,62
37021,1,diverse_none,gpt5,none,3,37021-gpt5-none,37021-diverse_none-gpt5-3,9,10
37021,1,diverse_none,pro,none,1,37021-pro-none,37021-diverse_none-pro-1,35,12
37021,1,diverse_none,sonnet,none,2,37021-sonnet-none,37021-diverse_none-sonnet-2,40,18
37021,1,homo_full,sonnet,full,1,37021-sonnet-full-1,37021-homo_full-sonnet-1,77,77
37021,1,homo_full,sonnet,full,2,37021-sonnet-full-2,37021-homo_full-sonnet-2,78,78
37021,1,homo_full,sonnet,full,3,37021-sonnet-full-3,37021-homo_full-sonnet-3,72,76
37021,1,homo_info,sonnet,info1,1,37021-sonnet-info1-1,37021-homo_info-sonnet-1,78,72
37021,1,homo_info,sonnet,info2,2,37021-sonnet-info2-2,37021-homo_info-sonnet-2,18,75
37021,1,homo_info,sonnet,info3,3,37021-sonnet-info3-3,37021-homo_info-sonnet-3,62,72
